text,label
Cảm thấy việc học giúp mình trở nên hiểu biết và sâu sắc hơn.,Positive
Buồn vì những lời phán xét thiếu căn cứ từ người khác.,Negative
Đang làm bài tập về nhà môn Logic học.,Neutral
Học được cách tổ chức và quản lý dự án cá nhân.,Positive
Cảm thấy kiệt sức vì phải học thuộc lòng quá nhiều sự kiện lịch sử.,Negative
Thông báo về việc thay đổi giảng viên môn học.,Neutral
Tự hào khi được đại diện trường tham gia chương trình giao lưu quốc tế.,Positive
"Sợ bị bạn bè đánh giá là không hòa đồng, khó gần.",Negative
Đang ghi chú lại các công thức hóa học hữu cơ phức tạp.,Neutral
Vui vì tìm được nguồn tài liệu học tập phong phú và đa dạng.,Positive
Mệt mỏi vì phải học thêm vào cuối tuần.,Negative
Cần chuẩn bị hồ sơ xin cấp lại thẻ thư viện.,Neutral
Đạt giải Nhất cuộc thi sáng tạo robot mini.,Positive
Cảm thấy lạc lõng trong một môi trường học tập quá mới mẻ.,Negative
Giờ học Mỹ thuật thực hành vẽ tranh bằng màu nước.,Neutral
"Hào hứng với những phương pháp giảng dạy tích cực, lấy người học làm trung tâm.",Positive
Nản lòng vì gặp phải giảng viên thiếu tâm huyết với nghề.,Negative
Đang xem lại video bài giảng về cơ học lượng tử.,Neutral
Vui vì nhận được sự giúp đỡ nhiệt tình từ phòng công tác sinh viên.,Positive
Lo lắng về việc liệu có thể hoàn thành tốt bài thi vấn đáp.,Negative
Cần rèn luyện kỹ năng làm việc hiệu quả dưới áp lực thời gian.,Neutral
Cảm thấy mình đã có sự chuẩn bị kỹ lưỡng cho các kỳ thi.,Positive
Buồn vì những mâu thuẫn nhỏ nhặt làm ảnh hưởng đến không khí lớp.,Negative
Đang làm bài tập thực hành môn Thiết kế đồ họa 3D.,Neutral
Học được cách chấp nhận và học hỏi từ những lời phê bình mang tính xây dựng.,Positive
"Cảm thấy nhàm chán vì lịch học cố định, thiếu sự linh hoạt.",Negative
Thông báo về việc tổ chức buổi hiến máu nhân đạo tại trường.,Neutral
Tự hào khi được vinh danh tại lễ tuyên dương học sinh giỏi cấp thành phố.,Positive
Áp lực khi phải lựa chọn giữa việc học tiếp hay đi làm ngay.,Negative
"Đang ghi lại những điểm mạnh, điểm yếu cần cải thiện của bản thân.",Neutral
Vui vì tìm được một công việc tình nguyện ý nghĩa.,Positive
Mệt mỏi vì không gian học tập thiếu ánh sáng tự nhiên.,Negative
Cần chuẩn bị một bài phát biểu ngắn gọn và súc tích.,Neutral
Đạt học bổng toàn phần cho chương trình tiến sĩ trong nước.,Positive
Cảm thấy bối rối khi phải đối mặt với nhiều luồng ý kiến khác nhau.,Negative
Giờ học Văn phân tích diễn biến tâm trạng nhân vật Từ Hải.,Neutral
Hào hứng khi được tham gia vào một dự án nghiên cứu khoa học tiềm năng.,Positive
"Mất hứng thú vì không khí lớp học quá căng thẳng, nặng nề.",Negative
Đang xem lại các quy định về miễn giảm học phần.,Neutral
Vui vì đã vượt qua được nỗi sợ hãi môn Xác suất thống kê.,Positive
Lo lắng về khả năng cạnh tranh với các ứng viên khác khi xin việc.,Negative
Cần luyện tập giải các bài toán về mạch điện.,Neutral
Cảm thấy tự tin hơn vào khả năng tự học và nghiên cứu của mình.,Positive
Buồn vì những lời nói làm tổn thương đến lòng tự ái.,Negative
Đang làm bài tập môn Kỹ thuật phần mềm.,Neutral
Học được cách quản lý tài chính cá nhân một cách khoa học.,Positive
Cảm thấy kiệt sức vì phải vừa học tốt vừa tham gia nhiều câu lạc bộ.,Negative
Thông báo về quy định sử dụng phòng tự học.,Neutral
Tự hào khi được đại diện cho thế hệ trẻ phát biểu tại diễn đàn.,Positive
Sợ bị đánh giá là thiếu kinh nghiệm làm việc thực tế.,Negative
Đang ghi chú lại các phương pháp phân tích văn bản hiệu quả.,Neutral
Vui vì được tham gia một khóa học về kỹ năng đàm phán.,Positive
Mệt mỏi vì phải di chuyển xa để đến thư viện trung tâm.,Negative
Cần tìm hiểu về các yêu cầu của chương trình đào tạo liên kết quốc tế.,Neutral
Đạt điểm cao môn học mà mình đã đầu tư rất nhiều công sức.,Positive
Cảm thấy bị hạn chế trong việc lựa chọn giáo viên hướng dẫn.,Negative
Giờ học Thể dục học kỹ thuật chuyền bóng chuyền.,Neutral
Hào hứng với việc được tiếp cận những kiến thức chuyên sâu.,Positive
Nản lòng vì không tìm được sự đồng điệu trong nhóm học tập.,Negative
Đang xem lại các bài tập về nhà đã được sửa lỗi.,Neutral
Vui vì nhận được sự công nhận và khen ngợi từ giáo sư.,Positive
Lo lắng về việc liệu có thể cân bằng giữa học tập và cuộc sống cá nhân.,Negative
Cần rèn luyện kỹ năng viết thư xin học bổng thuyết phục.,Neutral
Cảm thấy mình đã có một hành trang kiến thức vững vàng.,Positive
Buồn vì những hiểu lầm không đáng có với bạn bè thân thiết.,Negative
Đang làm bài tập thực hành môn Vi điều khiển.,Neutral
Học được cách giữ vững tinh thần lạc quan khi đối mặt với thất bại.,Positive
Cảm thấy nhàm chán vì phải học những môn không phù hợp với định hướng.,Negative
Thông báo về chương trình 'Mùa hè xanh' tình nguyện.,Neutral
Tự hào khi được nhận giải thưởng 'Sao tháng Giêng'.,Positive
Áp lực khi phải luôn cố gắng để làm hài lòng mọi người.,Negative
Đang ghi lại những ý tưởng sáng tạo cho dự án sắp tới.,Neutral
Vui vì tìm được một công việc làm thêm giúp trau dồi kỹ năng.,Positive
"Mệt mỏi vì không gian phòng trọ quá ồn ào, khó ngủ.",Negative
Cần chuẩn bị bài thuyết trình cá nhân thật chu đáo.,Neutral
Đạt học bổng khuyến khích học tập loại Xuất sắc.,Positive
Cảm thấy bối rối khi phải lựa chọn giữa các hướng nghiên cứu khác nhau.,Negative
Giờ học Lịch sử tìm hiểu về phong trào Cần Vương.,Neutral
Hào hứng khi được tham gia vào một cuộc thi học thuật quy mô lớn.,Positive
Mất động lực vì cảm thấy bị đối xử thiên vị trong lớp.,Negative
Đang xem lại các quy định về đánh giá điểm rèn luyện.,Neutral
Vui vì đã vượt qua được giai đoạn khó khăn về tài chính để tiếp tục học.,Positive
Lo lắng về khả năng hòa nhập với môi trường làm việc đa quốc gia.,Negative
Cần luyện tập kỹ năng phỏng vấn bằng tiếng Anh.,Neutral
Cảm thấy tự tin hơn về khả năng trình bày và diễn đạt ý tưởng.,Positive
Buồn vì những mâu thuẫn kéo dài ảnh hưởng đến kết quả học tập.,Negative
Đang làm bài tập môn Quản trị dự án.,Neutral
Học được cách tự tạo cơ hội học hỏi và phát triển bản thân.,Positive
Cảm thấy kiệt sức vì lịch học dày đặc và thiếu ngủ trầm trọng.,Negative
Thông báo về quy định sử dụng mạng internet trong trường.,Neutral
Tự hào khi được nhận bằng khen của Trung ương Đoàn.,Positive
Sợ bị bạn bè xa lánh vì thành tích học tập quá nổi bật.,Negative
Đang ghi chú lại các phương pháp giải bài tập Vật lý khó.,Neutral
Vui vì được tham gia một khóa học về trí tuệ cảm xúc (EQ).,Positive
"Mệt mỏi vì phải học thuộc lòng quá nhiều số liệu, công thức khô khan.",Negative
Cần tìm hiểu về các tiêu chí xét tuyển của các trường đại học top đầu.,Neutral
Đạt điểm cao môn học mà trước đây từng rất tự ti.,Positive
Cảm thấy bị gò bó bởi những quy định về thời gian biểu.,Negative
Giờ học Công nghệ tìm hiểu về Điện toán đám mây (Cloud Computing).,Neutral
Hào hứng với việc được áp dụng lý thuyết vào giải quyết các vấn đề thực tế.,Positive
Nản lòng vì không nhận được sự hỗ trợ từ gia đình trong việc học.,Negative
Đang xem lại các bài giảng powerpoint của thầy cô.,Neutral
Vui vì nhận được sự tin tưởng và giao nhiệm vụ quan trọng từ nhóm.,Positive
Lo lắng về việc liệu có thể hoàn thành tốt chương trình thực tập.,Negative
Cần rèn luyện kỹ năng làm việc độc lập hiệu quả hơn.,Neutral
Cảm thấy mình đã có một quá trình học tập đầy trải nghiệm và ý nghĩa.,Positive
Buồn vì những hiểu lầm không đáng có gây mất đoàn kết lớp.,Negative
Đang làm bài tập thực hành môn Vẽ kỹ thuật.,Neutral
Học được cách đối mặt và vượt qua nỗi sợ thất bại.,Positive
Cảm thấy nhàm chán vì các bài giảng thiếu tính tương tác và thực tiễn.,Negative
Thông báo về việc tổ chức ngày hội tư vấn tâm lý học đường.,Neutral
Tự hào khi được là một trong những sinh viên tiêu biểu của khoa.,Positive
Áp lực khi phải luôn chứng tỏ mình xứng đáng với kỳ vọng.,Negative
Đang ghi lại những chiến lược ôn thi hiệu quả đã học được.,Neutral
Vui vì tìm được một phương pháp học ngoại ngữ mới lạ và thú vị.,Positive
"Mệt mỏi vì không gian tự học quá đông, không có chỗ ngồi.",Negative
Cần chuẩn bị một bài báo cáo tiến độ nghiên cứu khoa học.,Neutral
Đạt giải Khuyến khích cuộc thi Olympic Hóa học sinh viên toàn quốc.,Positive
Cảm thấy bị cô lập vì không cùng quan điểm với đa số.,Negative
Giờ học Mỹ thuật thực hành điêu khắc trên gỗ.,Neutral
Hào hứng với những giờ thảo luận nhóm sôi nổi và bổ ích.,Positive
Mất động lực vì cảm thấy bị đánh giá không công bằng.,Negative
Đang xem lại lịch trình các hoạt động ngoại khóa trong tháng.,Neutral
Vui vì được học bổng hỗ trợ sinh viên có hoàn cảnh khó khăn.,Positive
Lo lắng về việc liệu có thể thích nghi với môi trường làm việc áp lực cao.,Negative
Cần luyện tập thêm kỹ năng viết sáng tạo.,Neutral
Cảm thấy việc học giúp mình trở nên tự tin và bản lĩnh hơn.,Positive
Buồn vì những lời nói thiếu suy nghĩ làm tổn thương người khác.,Negative
Đang làm bài tập về nhà môn Tâm lý học đại cương.,Neutral
Học được cách quản lý xung đột một cách xây dựng.,Positive
Cảm thấy kiệt sức vì lịch học và làm thêm không có ngày nghỉ.,Negative
Thông báo về việc cấp phát đồng phục thể dục.,Neutral
Tự hào khi được nhận học bổng Vallet danh giá.,Positive
Sợ bị so sánh với bạn bè về cơ hội việc làm sau tốt nghiệp.,Negative
Đang ghi chú lại các công thức tính toán trong Kinh tế học.,Neutral
Vui vì được tham gia một chương trình mentoring hữu ích.,Positive
Mệt mỏi vì phải học thuộc lòng quá nhiều tác phẩm văn học.,Negative
Cần tìm hiểu về các yêu cầu của công việc mơ ước.,Neutral
Đạt điểm cao môn học mà mình đã dành nhiều tâm huyết để ôn tập.,Positive
Cảm thấy bị hạn chế trong việc phát triển các kỹ năng mềm.,Negative
Giờ học Thể dục học kỹ thuật nhảy cao qua xà.,Neutral
Hào hứng với việc được học hỏi từ những người thành công đi trước.,Positive
